784,8196.629064,39
785,8196.797109,23
786,8197.018750,16
787,8196.348715,13
788,8196.288900,12
789,8196.681827,11
790,8196.455544,9
791,8196.951856,9
792,8196.666662,8
793,8197.112500,8
794,8197.358350,8
795,8196.628586,7
796,8196.023814,7
797,8196.476200,7
798,8196.366667,6
799,8196.611117,6
800,8196.600000,6
801,8196.583350,6
802,8196.583333,6
803,8196.999980,5
804,8196.813320,5
805,8196.550000,6
806,8196.573340,5
807,8196.400020,5
808,8196.046660,5
809,8196.250000,4
810,8196.373320,5
811,8196.546680,5
812,8195.933325,4
813,8196.426680,5
814,8197.174975,4
815,8196.499980,5
816,8195.958325,4
817,8196.708325,4
818,8196.166675,4
819,8197.250000,4
820,8196.799975,4
821,8196.358325,4
822,8196.058325,4
823,8196.925000,4
824,8196.141675,4
825,8196.466675,4
826,8196.833350,4
827,8197.033300,3
828,8196.658325,4
829,8196.933350,4
830,8196.933367,3
831,8196.649975,4
832,8197.433333,3
833,8196.825025,4
834,8197.144467,3
835,8196.566675,4
836,8196.788900,3
837,8196.744467,3
838,8196.316675,4
839,8197.900000,3
840,8196.955533,3
841,8196.750000,4
842,8198.166667,3
843,8196.877800,3
844,8197.799967,3
845,8197.544433,3
846,8197.222200,3
847,8199.158325,4
848,8197.955533,3
849,8199.022233,3
850,8198.533333,3
851,8197.633333,3
852,8198.822233,3
853,8198.133333,3
854,8198.211100,3
855,8197.500000,3
856,8197.466700,3
857,8197.083350,2
858,8197.822233,3
859,8198.377767,3
860,8198.433333,3
861,8198.611100,3
862,8198.922200,3
863,8198.300000,2
864,8199.066667,3
865,8197.866667,3
866,8196.933333,3
867,8197.666700,2
868,8197.033333,3
869,8197.177767,3
870,8197.500000,3
871,8197.516700,2
872,8198.000000,3
873,8197.955533,3
874,8198.216700,2
875,8198.244433,3
876,8198.000000,2
877,8197.633333,3
878,8196.411100,3
879,8197.300000,2
880,8197.866667,3
881,8196.916650,2
882,8197.000000,3
883,8197.783300,2
884,8197.622200,3
885,8197.450000,2
886,8198.555533,3
887,8197.700000,2
888,8198.133333,3
889,8199.150000,2
890,8197.688900,3
891,8198.183350,2
892,8198.366667,3
893,8198.183300,2
894,8198.000000,2
895,8198.355567,3
896,8198.216700,2
897,8198.122233,3
898,8198.283350,2
899,8198.583350,2
900,8197.911100,3
901,8197.300000,2
902,8197.450000,2
903,8197.411100,3
904,8197.283350,2
905,8197.666700,2
906,8197.500000,3
907,8197.850000,2
908,8197.566700,2
909,8198.466650,2
910,8198.588900,3
911,8198.566700,2
912,8199.133350,2
913,8199.350000,2
914,8199.122200,3
915,8198.783350,2
916,8198.983300,2
917,8199.866650,2
918,8198.488900,3
919,8198.500000,2
920,8198.616650,2
921,8198.850000,2
922,8197.833300,2
923,8198.022200,3
924,8198.283300,2
925,8198.250000,2
926,8197.733350,2
927,8197.616650,2
928,8199.283350,2
929,8197.533350,2
930,8198.233333,3
931,8197.933350,2
932,8198.316650,2
933,8198.216650,2
934,8198.750000,2
935,8198.550000,2
936,8198.583350,2
937,8199.650000,2
938,8198.116700,2
939,8197.677767,3
940,8199.133350,2
941,8197.883300,2
942,8198.233350,2
943,8198.283350,2
944,8197.450000,2
945,8197.733350,2
946,8197.583300,2
947,8197.133350,2
948,8198.400000,2
949,8198.116650,2
950,8197.466650,2
951,8197.716650,2
952,8198.450000,2
953,8197.866650,2
954,8198.050000,2
955,8197.966700,2
956,8196.950000,2
957,8197.533350,2
958,8197.566700,2
959,8197.116700,2
960,8197.616650,2
961,8197.416650,2
962,8197.950000,2
963,8197.183300,2
964,8198.900000,2
965,8199.100000,2
966,8198.033300,2
967,8198.433350,2
968,8198.733300,2
969,8198.950000,2
970,8199.016700,2
971,8198.516700,2
972,8198.366700,1
973,8198.566650,2
974,8199.400000,2
975,8198.600000,2
976,8197.883350,2
977,8198.733300,2
978,8199.100000,2
979,8198.400000,2
980,8198.950000,2
981,8198.966650,2
982,8199.250000,2
983,8199.233300,1
984,8199.266700,2
985,8199.050000,2
986,8200.683350,2
987,8200.916650,2
988,8200.300000,2
989,8199.333350,2
990,8199.450000,2
991,8199.166700,1
992,8199.183350,2
993,8198.850000,2
994,8198.416650,2
995,8198.833300,2
996,8198.350000,2
997,8198.116700,2
998,8198.400000,1
999,8197.700000,2
1000,8198.816650,2
1001,8199.000000,2
1002,8197.633300,2
1003,8198.300000,1
1004,8199.283350,2
1005,8199.350000,2
1006,8199.050000,2
1007,8198.100000,2
1008,8198.366700,2
1009,8200.266700,1
1010,8198.900000,2
1011,8197.300000,2
1012,8198.316650,2
1013,8198.700000,2
1014,8199.800000,1
1015,8198.083350,2
1016,8197.250000,2
1017,8197.766650,2
1018,8198.833300,1
1019,8198.833350,2
1020,8198.766650,2
1021,8198.550000,2
1022,8199.466650,2
1023,8199.766700,1
1024,8198.950000,2
1025,8198.150000,2
1026,8198.850000,2
1027,8199.566700,1
1028,8198.883350,2
1029,8199.033350,2
1030,8199.116650,2
1031,8198.933300,1
1032,8199.000000,2
1033,8199.483300,2
1034,8200.150000,2
1035,8199.100000,1
1036,8200.066650,2
1037,8200.966700,2
1038,8201.266700,1
1039,8199.816650,2
1040,8200.616700,2
1041,8200.650000,2
1042,8201.066700,1
1043,8202.883350,2
1044,8206.550000,2
1045,8213.083350,2
1046,8220.966700,1
1047,8229.916700,2
1048,8243.000000,2
1049,8251.266700,1
1050,8262.016700,2
1051,8270.400000,2
1052,8275.766700,1
1053,8276.933350,2
1054,8274.000000,2
1055,8270.100000,2
1056,8265.166700,1
1057,8256.566650,2
1058,8247.900000,2
1059,8241.533300,1
1060,8235.533300,2
1061,8228.400000,2
1062,8224.633300,1
1063,8220.700000,2
1064,8216.300000,2
1065,8213.933300,1
1066,8210.983350,2
1067,8209.400000,2
1068,8207.100000,1
1069,8206.550000,2
1070,8205.900000,2
1071,8204.400000,1
1072,8203.133350,2
1073,8202.666650,2
1074,8201.733300,1
1075,8202.916700,2
1076,8201.933350,2
1077,8199.200000,1
1078,8201.033350,2
1079,8200.200000,2
1080,8199.533300,1
1081,8199.216700,2
1082,8199.600000,2
1083,8199.333300,1
1084,8199.516650,2
1085,8199.166700,1
1086,8199.450000,2
1087,8197.433300,2
1088,8198.300000,1
1089,8198.100000,2
1090,8199.366700,2
1091,8199.533300,1
1092,8198.850000,2
1093,8199.966650,2
1094,8199.833300,1
1095,8199.200000,2
1096,8198.833300,1
1097,8198.966650,2
1098,8199.366700,2
1099,8199.900000,1
1100,8198.766700,2
1101,8199.100000,2
1102,8198.466700,1
1103,8198.800000,2
1104,8199.733300,1
1105,8199.266650,2
1106,8199.583350,2
1107,8198.966700,1
1108,8199.516650,2
1109,8198.900000,1
1110,8199.350000,2
1111,8199.416650,2
1112,8199.900000,1
1113,8199.533350,2
1114,8199.500000,1
1115,8199.233300,2
1116,8199.716650,2
1117,8200.333300,1
1118,8200.166650,2
1119,8199.000000,1
1120,8199.100000,2
1121,8198.883350,2
1122,8198.866700,1
1123,8198.866650,2
1124,8199.233300,1
1125,8198.500000,2
1126,8198.566650,2
1127,8198.733300,1
1128,8198.450000,2
1129,8198.766700,1
1130,8198.666650,2
1131,8198.400000,1
1132,8198.883350,2
1133,8198.750000,2
1134,8199.000000,1
1135,8199.666650,2
1136,8198.866700,1
1137,8199.000000,2
1138,8198.833300,1
1139,8199.150000,2
1140,8199.300000,2
1141,8198.200000,1
1142,8199.316650,2
1143,8199.500000,1
1144,8200.016650,2
1145,8199.700000,1
1146,8199.966650,2
1147,8201.050000,2
1148,8201.033300,1
1149,8200.783300,2
1150,8200.733300,1
1151,8201.850000,2
1152,8201.966700,1
1153,8202.483350,2
1154,8202.666700,1
1155,8202.483350,2
1156,8202.966650,2
1157,8204.933300,1
1158,8206.366700,2
1159,8209.433300,1
1160,8213.650000,2
1161,8219.000000,1
1162,8224.883350,2
1163,8231.233300,1
1164,8236.616650,2
1165,8243.850000,2
1166,8246.800000,1
1167,8246.533350,2
1168,8245.033300,1
1169,8242.716650,2
1170,8238.833300,1
1171,8234.883300,2
1172,8230.833300,1
1173,8226.383300,2
1174,8222.533300,1
1175,8219.333300,2
1176,8214.966650,2
1177,8213.533300,1
1178,8210.900000,2
1179,8208.466700,1
1180,8206.500000,2
1181,8205.766700,1
1182,8204.566650,2
1183,8203.900000,1
1184,8203.083350,2
1185,8202.300000,1
1186,8202.800000,2
1187,8202.033300,1
1188,8201.716650,2
1189,8202.733300,1
1190,8202.200000,2
1191,8199.866700,1
1192,8200.466700,2
1193,8200.700000,2
1194,8200.566700,1
1195,8201.483350,2
1196,8200.666700,1
1197,8200.166700,2
1198,8200.566700,1
1199,8200.983350,2
1200,8200.966700,1
1201,8201.383350,2
1202,8202.033300,1
1203,8200.283300,2
1204,8198.866700,1
1205,8200.616650,2
1206,8200.666700,1
1207,8201.366650,2
1208,8200.800000,1
1209,8201.250000,2
1210,8201.066700,1
1211,8200.850000,2
1212,8201.100000,1
1213,8201.283350,2
1214,8201.766700,1
1215,8201.500000,2
1216,8202.116700,2
1217,8201.800000,1
1218,8202.583350,2
1219,8203.166700,1
1220,8203.166650,2
1221,8203.366700,1
1222,8204.233350,2
1223,8204.933300,1
1224,8205.300000,2
1225,8205.233300,1
1226,8205.616650,2
1227,8206.400000,1
1228,8207.216700,2
1229,8207.233300,1
1230,8206.633350,2
1231,8207.066700,1
1232,8207.883300,2
1233,8208.666700,1
1234,8209.083300,2
1235,8208.533300,1
1236,8208.100000,2
1237,8208.233300,1
1238,8209.533350,2
1239,8211.066700,1
1240,8210.516700,2
1241,8209.900000,1
1242,8209.116650,2
1243,8210.033300,1
1244,8209.850000,2
1245,8209.633300,1
1246,8209.016650,2
1247,8208.566700,1
1248,8207.700000,2
1249,8207.633300,1
1250,8207.516650,2
1251,8206.200000,1
1252,8205.133350,2
1253,8203.600000,1
1254,8203.633300,2
1255,8204.033300,1
1256,8202.650000,2
1257,8202.533300,1
1258,8202.750000,2
1259,8202.233300,1
1260,8201.216700,2
1261,8201.866700,1
1262,8201.216700,2
1263,8200.066700,1
1264,8200.183300,2
1265,8199.800000,1
1266,8201.800000,2
1267,8200.833300,1
1268,8200.400000,2
1269,8199.133300,1
1270,8200.583300,2
1271,8200.166700,1
1272,8200.300000,2
1273,8200.166700,1
1274,8200.333300,2
1275,8199.966700,1
1276,8200.383350,2
1277,8200.966700,1
1278,8200.483300,2
1279,8200.233300,1
1280,8199.350000,2
1281,8199.433300,1
1282,8199.583350,2
1283,8200.200000,1
1284,8200.366650,2
1285,8200.133300,1
1286,8199.966650,2
1287,8197.100000,1
1288,8199.916650,2
1289,8199.733300,1
1290,8200.200000,2
1291,8199.800000,1
1292,8199.050000,2
1293,8199.066700,1
1294,8199.766650,2
1295,8200.566700,1
1296,8199.866650,2
1297,8199.433300,1
1298,8198.433350,2
1299,8199.400000,1
1300,8199.500000,2
1301,8199.000000,1
1302,8199.166650,2
1303,8199.766700,1
1304,8199.783350,2
1305,8199.700000,1
1306,8200.400000,2
1307,8200.366700,1
1308,8199.983300,2
1309,8199.600000,1
1310,8199.250000,2
1311,8200.100000,1
1312,8199.850000,2
1313,8198.866700,1
1314,8198.933350,2
1315,8199.633300,1
1316,8200.550000,2
1317,8200.366700,1
1318,8199.983350,2
1319,8199.933300,1
1320,8199.383300,2
1321,8199.566700,1
1322,8200.100000,2
1323,8199.700000,1
1324,8199.350000,2
1325,8198.233300,1
1326,8199.350000,2
1327,8200.100000,1
1328,8199.883350,2
1329,8200.666700,1
1330,8199.900000,2
1331,8199.666700,1
1332,8198.533300,2
1333,8199.300000,1
1334,8199.433300,2
1335,8198.133300,1
1336,8198.766700,2
1337,8199.666700,1
1338,8200.350000,2
1339,8199.366700,1
1340,8199.550000,2
1341,8200.500000,1
1342,8199.550000,2
1343,8198.566700,1
1344,8200.000000,2
1345,8200.600000,1
1346,8199.133300,2
1347,8198.800000,1
1348,8199.666650,2
1349,8199.933300,1
1350,8200.733300,2
1351,8200.700000,1
1352,8200.666650,2
1353,8201.300000,1
1354,8200.700000,2
1355,8200.600000,1
1356,8199.366650,2
1357,8199.866700,1
1358,8200.783350,2
1359,8200.033300,1
1360,8200.516650,2
1361,8200.800000,1
1362,8200.683350,2
1363,8200.633300,1
1364,8199.516650,2
1365,8200.733300,1
1366,8200.016700,2
1367,8200.500000,1
1368,8200.550000,2
1369,8200.000000,1
1370,8199.683300,2
1371,8201.466650,2
1372,8201.800000,1
1373,8200.966650,2
1374,8200.966700,1
1375,8201.183350,2
1376,8200.833300,1
1377,8201.033350,2
1378,8201.333300,1
1379,8201.416650,2
1380,8202.466700,1
1381,8202.316650,2
1382,8203.566700,1
1383,8203.850000,2
1384,8203.533300,1
1385,8205.000000,2
1386,8207.766700,1
1387,8210.116650,2
1388,8212.000000,1
1389,8215.333350,2
1390,8218.500000,1
1391,8219.583350,2
1392,8223.333300,1
1393,8223.433300,2
1394,8224.566700,2
1395,8225.933300,1
1396,8227.766650,2
1397,8228.766700,1
1398,8231.000000,2
1399,8233.366700,1
1400,8237.350000,2
1401,8239.466700,1
1402,8240.550000,2
1403,8240.566700,1
1404,8239.116700,2
1405,8236.900000,1
1406,8233.950000,2
1407,8230.666700,1
1408,8227.533300,2
1409,8223.133300,1
1410,8219.450000,2
